PLCNext-Station1.Conso_Kwh,1685024811,79.21
PLCNext-Station1.Conso_Lh,1685024811,26.26
PLCNext-Station2.Conso_Kwh,1685024811,97.28
PLCNext-Station2.Conso_Lh,1685024811,10.85
PLCNext-Station3.Conso_Kwh,1685024811,53.76
PLCNext-Station3.Conso_Lh,1685024811,23.14
PLCNext-Station4.Conso_Kwh,1685024811,73.84
PLCNext-Station4.Conso_Lh,1685024811,23.28
PLCNext-Station5.Conso_Kwh,1685024811,88.12
PLCNext-Station5.Conso_Lh,1685024811,19.41
PLCNext-Station6.Conso_Kwh,1685024811,53.01
PLCNext-Station6.Conso_Lh,1685024811,18.69
PLCNext-Station7.Conso_Kwh,1685024811,76.12
PLCNext-Station7.Conso_Lh,1685024811,15.85
