PLCNext-Station1.Conso_Kwh,1685030506,65.5
PLCNext-Station1.Conso_Lh,1685030506,27.81
PLCNext-Station2.Conso_Kwh,1685030506,63.68
PLCNext-Station2.Conso_Lh,1685030506,13.68
PLCNext-Station3.Conso_Kwh,1685030506,61.44
PLCNext-Station3.Conso_Lh,1685030506,10.02
PLCNext-Station4.Conso_Kwh,1685030506,71.45
PLCNext-Station4.Conso_Lh,1685030506,17.37
PLCNext-Station5.Conso_Kwh,1685030506,51.73
PLCNext-Station5.Conso_Lh,1685030506,26.08
PLCNext-Station6.Conso_Kwh,1685030506,92.69
PLCNext-Station6.Conso_Lh,1685030506,25.89
PLCNext-Station7.Conso_Kwh,1685030506,91.22
PLCNext-Station7.Conso_Lh,1685030506,11.53
