PLCNext-Station1.Conso_Kwh,1685026992,64.28
PLCNext-Station1.Conso_Lh,1685026992,25.73
PLCNext-Station2.Conso_Kwh,1685026992,62.31
PLCNext-Station2.Conso_Lh,1685026992,10.73
PLCNext-Station3.Conso_Kwh,1685026992,50.98
PLCNext-Station3.Conso_Lh,1685026992,18.88
PLCNext-Station4.Conso_Kwh,1685026992,99.45
PLCNext-Station4.Conso_Lh,1685026992,11.76
PLCNext-Station5.Conso_Kwh,1685026992,97.82
PLCNext-Station5.Conso_Lh,1685026992,24.03
PLCNext-Station6.Conso_Kwh,1685026992,70.57
PLCNext-Station6.Conso_Lh,1685026992,10.45
PLCNext-Station7.Conso_Kwh,1685026992,65.4
PLCNext-Station7.Conso_Lh,1685026992,27.41
