PLCNext-Station1.Conso_Kwh,1685023469,66.68
PLCNext-Station1.Conso_Lh,1685023469,14.73
PLCNext-Station2.Conso_Kwh,1685023469,64.84
PLCNext-Station2.Conso_Lh,1685023469,13.69
PLCNext-Station3.Conso_Kwh,1685023469,96.96
PLCNext-Station3.Conso_Lh,1685023469,27.04
PLCNext-Station4.Conso_Kwh,1685023469,84.99
PLCNext-Station4.Conso_Lh,1685023469,24.0
PLCNext-Station5.Conso_Kwh,1685023469,77.62
PLCNext-Station5.Conso_Lh,1685023469,18.89
PLCNext-Station6.Conso_Kwh,1685023469,95.61
PLCNext-Station6.Conso_Lh,1685023469,24.91
PLCNext-Station7.Conso_Kwh,1685023469,93.18
PLCNext-Station7.Conso_Lh,1685023469,12.73
