PLCNext-Station1.Conso_Kwh,1685029625,50.7
PLCNext-Station1.Conso_Lh,1685029625,12.47
PLCNext-Station2.Conso_Kwh,1685029625,91.16
PLCNext-Station2.Conso_Lh,1685029625,13.64
PLCNext-Station3.Conso_Kwh,1685029625,56.16
PLCNext-Station3.Conso_Lh,1685029625,27.4
PLCNext-Station4.Conso_Kwh,1685029625,50.59
PLCNext-Station4.Conso_Lh,1685029625,18.34
PLCNext-Station5.Conso_Kwh,1685029625,64.32
PLCNext-Station5.Conso_Lh,1685029625,14.7
PLCNext-Station6.Conso_Kwh,1685029625,54.56
PLCNext-Station6.Conso_Lh,1685029625,25.98
PLCNext-Station7.Conso_Kwh,1685029625,89.51
PLCNext-Station7.Conso_Lh,1685029625,18.79
