PLCNext-Station1.Conso_Kwh,1685026232,95.96
PLCNext-Station1.Conso_Lh,1685026232,21.88
PLCNext-Station2.Conso_Kwh,1685026232,56.53
PLCNext-Station2.Conso_Lh,1685026232,10.82
PLCNext-Station3.Conso_Kwh,1685026232,95.76
PLCNext-Station3.Conso_Lh,1685026232,14.45
PLCNext-Station4.Conso_Kwh,1685026232,66.64
PLCNext-Station4.Conso_Lh,1685026232,11.83
PLCNext-Station5.Conso_Kwh,1685026232,65.63
PLCNext-Station5.Conso_Lh,1685026232,26.77
PLCNext-Station6.Conso_Kwh,1685026232,50.94
PLCNext-Station6.Conso_Lh,1685026232,23.04
PLCNext-Station7.Conso_Kwh,1685026232,83.57
PLCNext-Station7.Conso_Lh,1685026232,11.66
