PLCNext-Station1.Conso_Kwh,1685026892,96.97
PLCNext-Station1.Conso_Lh,1685026892,24.8
PLCNext-Station2.Conso_Kwh,1685026892,93.12
PLCNext-Station2.Conso_Lh,1685026892,16.38
PLCNext-Station3.Conso_Kwh,1685026892,70.39
PLCNext-Station3.Conso_Lh,1685026892,28.36
PLCNext-Station4.Conso_Kwh,1685026892,66.64
PLCNext-Station4.Conso_Lh,1685026892,29.1
PLCNext-Station5.Conso_Kwh,1685026892,88.19
PLCNext-Station5.Conso_Lh,1685026892,15.82
PLCNext-Station6.Conso_Kwh,1685026892,86.86
PLCNext-Station6.Conso_Lh,1685026892,15.02
PLCNext-Station7.Conso_Kwh,1685026892,73.36
PLCNext-Station7.Conso_Lh,1685026892,24.8
