PLCNext-Station1.Conso_Kwh,1685023850,51.94
PLCNext-Station1.Conso_Lh,1685023850,10.43
PLCNext-Station2.Conso_Kwh,1685023850,56.4
PLCNext-Station2.Conso_Lh,1685023850,12.95
PLCNext-Station3.Conso_Kwh,1685023850,83.93
PLCNext-Station3.Conso_Lh,1685023850,21.38
PLCNext-Station4.Conso_Kwh,1685023850,79.13
PLCNext-Station4.Conso_Lh,1685023850,16.33
PLCNext-Station5.Conso_Kwh,1685023850,85.83
PLCNext-Station5.Conso_Lh,1685023850,22.58
PLCNext-Station6.Conso_Kwh,1685023850,96.97
PLCNext-Station6.Conso_Lh,1685023850,14.58
PLCNext-Station7.Conso_Kwh,1685023850,85.19
PLCNext-Station7.Conso_Lh,1685023850,19.96
