PLCNext-Station1.Conso_Kwh,1685028724,93.36
PLCNext-Station1.Conso_Lh,1685028724,17.65
PLCNext-Station2.Conso_Kwh,1685028724,97.41
PLCNext-Station2.Conso_Lh,1685028724,17.91
PLCNext-Station3.Conso_Kwh,1685028724,53.22
PLCNext-Station3.Conso_Lh,1685028724,10.31
PLCNext-Station4.Conso_Kwh,1685028724,88.47
PLCNext-Station4.Conso_Lh,1685028724,11.07
PLCNext-Station5.Conso_Kwh,1685028724,66.69
PLCNext-Station5.Conso_Lh,1685028724,22.68
PLCNext-Station6.Conso_Kwh,1685028724,58.55
PLCNext-Station6.Conso_Lh,1685028724,23.38
PLCNext-Station7.Conso_Kwh,1685028724,96.04
PLCNext-Station7.Conso_Lh,1685028724,13.73
