PLCNext-Station1.Conso_Kwh,1685029645,82.8
PLCNext-Station1.Conso_Lh,1685029645,27.52
PLCNext-Station2.Conso_Kwh,1685029645,82.44
PLCNext-Station2.Conso_Lh,1685029645,16.7
PLCNext-Station3.Conso_Kwh,1685029645,86.84
PLCNext-Station3.Conso_Lh,1685029645,17.5
PLCNext-Station4.Conso_Kwh,1685029645,53.17
PLCNext-Station4.Conso_Lh,1685029645,26.44
PLCNext-Station5.Conso_Kwh,1685029645,51.1
PLCNext-Station5.Conso_Lh,1685029645,19.01
PLCNext-Station6.Conso_Kwh,1685029645,64.71
PLCNext-Station6.Conso_Lh,1685029645,27.66
PLCNext-Station7.Conso_Kwh,1685029645,84.61
PLCNext-Station7.Conso_Lh,1685029645,24.7
