PLCNext-Station1.Conso_Kwh,1685024731,83.51
PLCNext-Station1.Conso_Lh,1685024731,28.99
PLCNext-Station2.Conso_Kwh,1685024731,68.12
PLCNext-Station2.Conso_Lh,1685024731,16.44
PLCNext-Station3.Conso_Kwh,1685024731,65.35
PLCNext-Station3.Conso_Lh,1685024731,16.53
PLCNext-Station4.Conso_Kwh,1685024731,71.84
PLCNext-Station4.Conso_Lh,1685024731,29.19
PLCNext-Station5.Conso_Kwh,1685024731,71.84
PLCNext-Station5.Conso_Lh,1685024731,13.86
PLCNext-Station6.Conso_Kwh,1685024731,98.39
PLCNext-Station6.Conso_Lh,1685024731,15.92
PLCNext-Station7.Conso_Kwh,1685024731,66.74
PLCNext-Station7.Conso_Lh,1685024731,18.94
