PLCNext-Station1.Conso_Kwh,1685031126,52.32
PLCNext-Station1.Conso_Lh,1685031126,25.16
PLCNext-Station2.Conso_Kwh,1685031126,79.5
PLCNext-Station2.Conso_Lh,1685031126,20.64
PLCNext-Station3.Conso_Kwh,1685031126,98.15
PLCNext-Station3.Conso_Lh,1685031126,19.04
PLCNext-Station4.Conso_Kwh,1685031126,71.99
PLCNext-Station4.Conso_Lh,1685031126,21.71
PLCNext-Station5.Conso_Kwh,1685031126,78.4
PLCNext-Station5.Conso_Lh,1685031126,10.76
PLCNext-Station6.Conso_Kwh,1685031126,81.33
PLCNext-Station6.Conso_Lh,1685031126,13.38
PLCNext-Station7.Conso_Kwh,1685031126,88.31
PLCNext-Station7.Conso_Lh,1685031126,15.8
