PLCNext-Station1.Conso_Kwh,1685026492,67.8
PLCNext-Station1.Conso_Lh,1685026492,20.54
PLCNext-Station2.Conso_Kwh,1685026492,65.1
PLCNext-Station2.Conso_Lh,1685026492,17.86
PLCNext-Station3.Conso_Kwh,1685026492,83.39
PLCNext-Station3.Conso_Lh,1685026492,12.61
PLCNext-Station4.Conso_Kwh,1685026492,85.91
PLCNext-Station4.Conso_Lh,1685026492,25.5
PLCNext-Station5.Conso_Kwh,1685026492,94.11
PLCNext-Station5.Conso_Lh,1685026492,21.96
PLCNext-Station6.Conso_Kwh,1685026492,94.32
PLCNext-Station6.Conso_Lh,1685026492,21.08
PLCNext-Station7.Conso_Kwh,1685026492,62.93
PLCNext-Station7.Conso_Lh,1685026492,14.82
