PLCNext-Station1.Conso_Kwh,1685030485,95.72
PLCNext-Station1.Conso_Lh,1685030485,10.83
PLCNext-Station2.Conso_Kwh,1685030485,54.52
PLCNext-Station2.Conso_Lh,1685030485,11.83
PLCNext-Station3.Conso_Kwh,1685030485,97.62
PLCNext-Station3.Conso_Lh,1685030485,23.98
PLCNext-Station4.Conso_Kwh,1685030485,95.5
PLCNext-Station4.Conso_Lh,1685030485,25.74
PLCNext-Station5.Conso_Kwh,1685030485,67.35
PLCNext-Station5.Conso_Lh,1685030485,29.82
PLCNext-Station6.Conso_Kwh,1685030485,74.65
PLCNext-Station6.Conso_Lh,1685030485,24.19
PLCNext-Station7.Conso_Kwh,1685030485,50.33
PLCNext-Station7.Conso_Lh,1685030485,24.82
