PLCNext-Station1.Conso_Kwh,1685028414,50.32
PLCNext-Station1.Conso_Lh,1685028414,11.92
PLCNext-Station2.Conso_Kwh,1685028414,86.24
PLCNext-Station2.Conso_Lh,1685028414,23.03
PLCNext-Station3.Conso_Kwh,1685028414,61.15
PLCNext-Station3.Conso_Lh,1685028414,17.5
PLCNext-Station4.Conso_Kwh,1685028414,52.05
PLCNext-Station4.Conso_Lh,1685028414,24.09
PLCNext-Station5.Conso_Kwh,1685028414,57.97
PLCNext-Station5.Conso_Lh,1685028414,22.36
PLCNext-Station6.Conso_Kwh,1685028414,86.02
PLCNext-Station6.Conso_Lh,1685028414,19.34
PLCNext-Station7.Conso_Kwh,1685028414,78.8
PLCNext-Station7.Conso_Lh,1685028414,23.71
