PLCNext-Station1.Conso_Kwh,1685030516,94.67
PLCNext-Station1.Conso_Lh,1685030516,23.98
PLCNext-Station2.Conso_Kwh,1685030516,65.81
PLCNext-Station2.Conso_Lh,1685030516,22.74
PLCNext-Station3.Conso_Kwh,1685030516,81.19
PLCNext-Station3.Conso_Lh,1685030516,14.64
PLCNext-Station4.Conso_Kwh,1685030516,98.07
PLCNext-Station4.Conso_Lh,1685030516,30.0
PLCNext-Station5.Conso_Kwh,1685030516,54.4
PLCNext-Station5.Conso_Lh,1685030516,11.9
PLCNext-Station6.Conso_Kwh,1685030516,58.25
PLCNext-Station6.Conso_Lh,1685030516,24.96
PLCNext-Station7.Conso_Kwh,1685030516,69.59
PLCNext-Station7.Conso_Lh,1685030516,17.13
