PLCNext-Station1.Conso_Kwh,1685029585,99.45
PLCNext-Station1.Conso_Lh,1685029585,22.61
PLCNext-Station2.Conso_Kwh,1685029585,53.35
PLCNext-Station2.Conso_Lh,1685029585,14.89
PLCNext-Station3.Conso_Kwh,1685029585,79.56
PLCNext-Station3.Conso_Lh,1685029585,10.03
PLCNext-Station4.Conso_Kwh,1685029585,58.8
PLCNext-Station4.Conso_Lh,1685029585,27.19
PLCNext-Station5.Conso_Kwh,1685029585,83.0
PLCNext-Station5.Conso_Lh,1685029585,29.15
PLCNext-Station6.Conso_Kwh,1685029585,65.17
PLCNext-Station6.Conso_Lh,1685029585,13.57
PLCNext-Station7.Conso_Kwh,1685029585,77.74
PLCNext-Station7.Conso_Lh,1685029585,25.83
