PLCNext-Station1.Conso_Kwh,1685031146,53.46
PLCNext-Station1.Conso_Lh,1685031146,18.47
PLCNext-Station2.Conso_Kwh,1685031146,93.76
PLCNext-Station2.Conso_Lh,1685031146,23.58
PLCNext-Station3.Conso_Kwh,1685031146,97.19
PLCNext-Station3.Conso_Lh,1685031146,18.48
PLCNext-Station4.Conso_Kwh,1685031146,51.46
PLCNext-Station4.Conso_Lh,1685031146,26.91
PLCNext-Station5.Conso_Kwh,1685031146,55.91
PLCNext-Station5.Conso_Lh,1685031146,17.04
PLCNext-Station6.Conso_Kwh,1685031146,99.45
PLCNext-Station6.Conso_Lh,1685031146,10.79
PLCNext-Station7.Conso_Kwh,1685031146,53.16
PLCNext-Station7.Conso_Lh,1685031146,22.85
